ID,Rank,Category,Copies,Card Name,Set
101,5,Trainer,1,Thorton,LOR 167
101,5,Trainer,1,Briar,SCR 132
101,5,Trainer,4,Buddy-Buddy Poffin,TEF 144
101,5,Trainer,4,Nest Ball,SVI 181
101,5,Trainer,4,Ultra Ball,SVI 196
101,5,Trainer,4,Rare Candy,SVI 191
101,5,Trainer,2,Counter Catcher,PAR 160
101,5,Trainer,2,Super Rod,PAL 188
101,5,Trainer,1,Hisuian Heavy Ball,ASR 146
101,5,Trainer,1,Night Stretcher,SFA 61
101,5,Trainer,1,Unfair Stamp,TWM 165
101,5,Trainer,1,Defiance Band,SVI 169
101,5,Trainer,1,Forest Seal Stone,SIT 156
101,5,Trainer,1,Temple of Sinnoh,ASR 155
101,5,Trainer,1,Collapsed Stadium,BRS 137
101,5,Energy,5,Fire Energy,SVE 10
102,6,Pokémon,3,Lugia V,SIT 138
102,6,Pokémon,3,Lugia VSTAR,SIT 139
102,6,Pokémon,4,Archeops,SIT 147
102,6,Pokémon,2,Minccino,TEF 136
102,6,Pokémon,2,Cinccino,TEF 137
102,6,Pokémon,2,Lumineon V,BRS 40
102,6,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
102,6,Pokémon,1,Wyrdeer V,ASR 134
102,6,Pokémon,1,Iron Hands ex,PAR 70
102,6,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
102,6,Trainer,3,Professor's Research,SVI 189
102,6,Trainer,3,Iono,PAL 185
102,6,Trainer,3,Boss's Orders,PAL 172
102,6,Trainer,1,Thorton,LOR 167
102,6,Trainer,1,Jacq,SVI 175
102,6,Trainer,4,Ultra Ball,SVI 196
102,6,Trainer,4,Capturing Aroma,SIT 153
102,6,Trainer,2,Nest Ball,SVI 181
102,6,Trainer,2,Great Ball,PAL 183
102,6,Trainer,1,Mesagoza,SVI 178
102,6,Energy,4,Gift Energy,LOR 171
102,6,Energy,4,Jet Energy,PAL 190
102,6,Energy,3,Double Turbo Energy,BRS 151
102,6,Energy,3,Mist Energy,TEF 161
102,6,Energy,1,V Guard Energy,SIT 169
102,6,Energy,1,Legacy Energy,TWM 167
103,7,Pokémon,3,Duskull,SFA 18
103,7,Pokémon,1,Dusclops,SFA 19
103,7,Pokémon,2,Dusknoir,SFA 20
103,7,Pokémon,2,Origin Forme Palkia V,ASR 39
103,7,Pokémon,2,Origin Forme Palkia VSTAR,ASR 40
103,7,Pokémon,1,Froakie,OBF 56
103,7,Pokémon,1,Greninja ex,TWM 106
103,7,Pokémon,1,Radiant Greninja,ASR 46
103,7,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
103,7,Pokémon,1,Squawkabilly ex,PAL 169
103,7,Pokémon,1,Fezandipiti ex,SFA 38
103,7,Pokémon,1,Mew ex,MEW 151
103,7,Trainer,4,Irida,ASR 147
103,7,Trainer,3,Iono,PAL 185
103,7,Trainer,1,Professor's Research,SVI 189
103,7,Trainer,1,Boss's Orders,PAL 172
103,7,Trainer,4,Ultra Ball,SVI 196
103,7,Trainer,4,Rare Candy,SVI 191
103,7,Trainer,4,Night Stretcher,SFA 61
103,7,Trainer,3,Nest Ball,SVI 181
103,7,Trainer,2,Earthen Vessel,PAR 163
103,7,Trainer,1,Buddy-Buddy Poffin,TEF 144
103,7,Trainer,1,Hisuian Heavy Ball,ASR 146
103,7,Trainer,1,Prime Catcher,TEF 157
103,7,Trainer,1,Counter Catcher,PAR 160
103,7,Trainer,1,Switch,SVI 194
103,7,Trainer,1,Super Rod,PAL 188
103,7,Trainer,1,Canceling Cologne,ASR 136
103,7,Trainer,3,PokéStop,PGO 68
103,7,Energy,7,Water Energy,SVE 11
104,8,Pokémon,4,Raging Bolt ex,TEF 123
104,8,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
104,8,Pokémon,1,Squawkabilly ex,PAL 169
104,8,Pokémon,1,Fezandipiti ex,SFA 38
104,8,Pokémon,1,Radiant Greninja,ASR 46
104,8,Pokémon,1,Iron Bundle,PAR 56
104,8,Pokémon,1,Slither Wing,PAR 107
104,8,Trainer,4,Professor Sada's Vitality,PAR 170
104,8,Trainer,1,Boss's Orders,PAL 172
104,8,Trainer,1,Iono,PAL 185
104,8,Trainer,1,Crispin,SCR 133
104,8,Trainer,4,Nest Ball,SVI 181
104,8,Trainer,3,Earthen Vessel,PAR 163
104,8,Trainer,3,Energy Retrieval,SVI 171
104,8,Trainer,2,Pokégear 3.0,SVI 186
104,8,Trainer,2,Trekking Shoes,ASR 156
104,8,Trainer,2,Switch Cart,ASR 154
104,8,Trainer,2,Pokémon Catcher,SVI 187
104,8,Trainer,1,Prime Catcher,TEF 157
104,8,Trainer,1,Accompanying Flute,TWM 142
104,8,Trainer,1,Ultra Ball,SVI 196
104,8,Trainer,1,Lost Vacuum,LOR 162
104,8,Trainer,1,Super Rod,PAL 188
104,8,Trainer,1,Night Stretcher,SFA 61
104,8,Trainer,1,Pal Pad,SVI 182
104,8,Trainer,3,Bravery Charm,PAL 173
104,8,Trainer,2,PokéStop,PGO 68
104,8,Energy,5,Grass Energy,SVE 9
104,8,Energy,3,Lightning Energy,SVE 12
104,8,Energy,3,Fighting Energy,SVE 14
105,9,Pokémon,2,Duskull,SFA 18
105,9,Pokémon,1,Duskull,BRS 60
105,9,Pokémon,1,Dusclops,SFA 19
105,9,Pokémon,2,Dusknoir,SFA 20
105,9,Pokémon,2,Origin Forme Palkia V,ASR 39
105,9,Pokémon,2,Origin Forme Palkia VSTAR,ASR 40
105,9,Pokémon,1,Froakie,OBF 56
105,9,Pokémon,1,Greninja ex,TWM 106
105,9,Pokémon,1,Radiant Greninja,ASR 46
105,9,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
105,9,Pokémon,1,Squawkabilly ex,PAL 169
105,9,Pokémon,1,Fezandipiti ex,SFA 38
105,9,Pokémon,1,Mew ex,MEW 151
105,9,Trainer,4,Iono,PAL 185
105,9,Trainer,2,Irida,ASR 147
105,9,Trainer,1,Cyllene,ASR 138
105,9,Trainer,4,Nest Ball,SVI 181
105,9,Trainer,4,Ultra Ball,SVI 196
105,9,Trainer,4,Rare Candy,SVI 191
105,9,Trainer,4,Night Stretcher,SFA 61
105,9,Trainer,2,Earthen Vessel,PAR 163
105,9,Trainer,2,Trekking Shoes,ASR 156
105,9,Trainer,1,Buddy-Buddy Poffin,TEF 144
105,9,Trainer,1,Hisuian Heavy Ball,ASR 146
105,9,Trainer,1,Prime Catcher,TEF 157
105,9,Trainer,1,Counter Catcher,PAR 160
105,9,Trainer,1,Switch,SVI 194
105,9,Trainer,1,Lost Vacuum,LOR 162
105,9,Trainer,3,PokéStop,PGO 68
105,9,Energy,7,Water Energy,SVE 11
106,10,Pokémon,3,Regidrago V,SIT 135
106,10,Pokémon,3,Regidrago VSTAR,SIT 136
106,10,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
106,10,Pokémon,1,Dragapult ex,TWM 130
106,10,Pokémon,1,Giratina VSTAR,LOR 131
106,10,Pokémon,1,Hisuian Goodra VSTAR,LOR 136
106,10,Pokémon,1,Kyurem,SFA 47
106,10,Pokémon,1,Squawkabilly ex,PAL 169
106,10,Pokémon,1,Mew ex,MEW 151
106,10,Pokémon,1,Fezandipiti ex,SFA 38
106,10,Pokémon,1,Iron Leaves ex,TEF 25
106,10,Pokémon,1,Radiant Charizard,CRZ 20
106,10,Pokémon,1,Hawlucha,SVI 118
106,10,Trainer,4,Professor's Research,SVI 189
106,10,Trainer,2,Iono,PAL 185
106,10,Trainer,2,Boss's Orders,PAL 172
106,10,Trainer,4,Nest Ball,SVI 181
106,10,Trainer,4,Ultra Ball,SVI 196
106,10,Trainer,4,Energy Switch,SVI 173
106,10,Trainer,3,Earthen Vessel,PAR 163
106,10,Trainer,1,Prime Catcher,TEF 157
106,10,Trainer,1,Switch,SVI 194
106,10,Trainer,1,Super Rod,PAL 188
106,10,Trainer,1,Superior Energy Retrieval,PAL 189
106,10,Trainer,1,Night Stretcher,SFA 61
106,10,Trainer,1,Canceling Cologne,ASR 136
106,10,Trainer,1,Temple of Sinnoh,ASR 155
106,10,Trainer,1,Jamming Tower,TWM 153
106,10,Energy,7,Grass Energy,SVE 9
106,10,Energy,3,Fire Energy,SVE 10
107,11,Pokémon,4,Gimmighoul,PAR 88
107,11,Pokémon,4,Gholdengo ex,PAR 139
107,11,Pokémon,1,Bidoof,CRZ 111
107,11,Pokémon,1,Bibarel,BRS 121
107,11,Pokémon,1,Origin Forme Palkia V,ASR 39
107,11,Pokémon,1,Origin Forme Palkia VSTAR,ASR 40
107,11,Pokémon,1,Radiant Greninja,ASR 46
107,11,Pokémon,1,Fezandipiti ex,SFA 38
107,11,Trainer,3,Ciphermaniac's Codebreaking,TEF 145
107,11,Trainer,2,Boss's Orders,PAL 172
107,11,Trainer,2,Iono,PAL 185
107,11,Trainer,2,Irida,ASR 147
107,11,Trainer,1,Professor Turo's Scenario,PAR 171
107,11,Trainer,4,Buddy-Buddy Poffin,TEF 144
107,11,Trainer,4,Superior Energy Retrieval,PAL 189
107,11,Trainer,4,Nest Ball,SVI 181
107,11,Trainer,3,Earthen Vessel,PAR 163
107,11,Trainer,2,Night Stretcher,SFA 61
107,11,Trainer,2,Ultra Ball,SVI 196
107,11,Trainer,1,Prime Catcher,TEF 157
107,11,Trainer,1,Hisuian Heavy Ball,ASR 146
107,11,Trainer,1,Energy Retrieval,SVI 171
107,11,Trainer,1,Switch,SVI 194
107,11,Trainer,1,Canceling Cologne,ASR 136
107,11,Trainer,1,Jamming Tower,TWM 153
107,11,Trainer,1,PokéStop,PGO 68
107,11,Energy,6,Water Energy,SVE 11
107,11,Energy,4,Metal Energy,SVE 16
108,12,Pokémon,4,Dreepy,TWM 128
108,12,Pokémon,2,Drakloak,TWM 129
108,12,Pokémon,3,Dragapult ex,TWM 130
108,12,Pokémon,1,Pidgey,OBF 162
108,12,Pokémon,1,Pidgey,MEW 16
108,12,Pokémon,2,Pidgeot ex,OBF 164
108,12,Pokémon,1,Lumineon V,BRS 40
108,12,Pokémon,1,Rotom V,LOR 58
108,12,Pokémon,1,Fezandipiti ex,SFA 38
108,12,Pokémon,1,Cleffa,OBF 80
108,12,Pokémon,1,Radiant Alakazam,SIT 59
108,12,Pokémon,1,Hawlucha,SVI 118
108,12,Pokémon,1,Manaphy,BRS 41
108,12,Trainer,4,Arven,OBF 186
108,12,Trainer,1,Iono,PAL 185
108,12,Trainer,1,Roxanne,ASR 150
108,12,Trainer,1,Boss's Orders,PAL 172
108,12,Trainer,1,Crispin,SCR 133
108,12,Trainer,1,Thorton,LOR 167
108,12,Trainer,4,Rare Candy,SVI 191
108,12,Trainer,4,Buddy-Buddy Poffin,TEF 144
108,12,Trainer,3,Ultra Ball,SVI 196
108,12,Trainer,2,Nest Ball,SVI 181
108,12,Trainer,2,Counter Catcher,PAR 160
108,12,Trainer,1,Earthen Vessel,PAR 163
108,12,Trainer,1,Super Rod,PAL 188
108,12,Trainer,1,Feather Ball,ASR 141
108,12,Trainer,1,Switch,SVI 194
108,12,Trainer,1,Lost Vacuum,LOR 162
108,12,Trainer,1,Sparkling Crystal,SCR 142
108,12,Trainer,1,Rescue Board,TEF 159
108,12,Trainer,1,Exp. Share,SVI 174
108,12,Trainer,1,Forest Seal Stone,SIT 156
108,12,Trainer,1,Collapsed Stadium,BRS 137
108,12,Energy,3,Fire Energy,SVE 10
108,12,Energy,3,Psychic Energy,SVE 13
109,13,Pokémon,3,Terapagos ex,SCR 128
109,13,Pokémon,4,Hoothoot,TEF 126
109,13,Pokémon,3,Noctowl,SCR 115
109,13,Pokémon,3,Duskull,SFA 18
109,13,Pokémon,2,Dusknoir,SFA 20
109,13,Pokémon,2,Fan Rotom,SCR 118
109,13,Pokémon,1,Pidgey,OBF 162
109,13,Pokémon,1,Pidgeot ex,OBF 164
109,13,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
109,13,Pokémon,1,Fezandipiti ex,SFA 38
109,13,Trainer,3,Iono,PAL 185
109,13,Trainer,2,Professor's Research,SVI 189
109,13,Trainer,2,Boss's Orders,PAL 172
109,13,Trainer,1,Colress's Tenacity,SFA 57
109,13,Trainer,1,Professor Turo's Scenario,PAR 171
109,13,Trainer,4,Nest Ball,SVI 181
109,13,Trainer,4,Rare Candy,SVI 191
109,13,Trainer,3,Buddy-Buddy Poffin,TEF 144
109,13,Trainer,3,Ultra Ball,SVI 196
109,13,Trainer,3,Night Stretcher,SFA 61
109,13,Trainer,1,Prime Catcher,TEF 157
109,13,Trainer,1,Counter Catcher,PAR 160
109,13,Trainer,1,Switch,SVI 194
109,13,Trainer,1,Feather Ball,ASR 141
109,13,Trainer,1,Lost Vacuum,LOR 162
109,13,Trainer,1,Vitality Band,SVI 197
109,13,Trainer,3,Area Zero Underdepths,SCR 131
109,13,Energy,4,Double Turbo Energy,BRS 151
110,14,Pokémon,4,Iron Thorns ex,TWM 77
110,14,Trainer,4,Arven,OBF 186
110,14,Trainer,4,Professor's Research,SVI 189
110,14,Trainer,4,Judge,SVI 176
110,14,Trainer,4,Boss's Orders,PAL 172
110,14,Trainer,1,Penny,SVI 183
110,14,Trainer,4,Pokégear 3.0,SVI 186
110,14,Trainer,4,Crushing Hammer,SVI 168
110,14,Trainer,3,Pokémon Catcher,SVI 187
110,14,Trainer,2,Techno Radar,PAR 180
110,14,Trainer,2,Lost Vacuum,LOR 162
110,14,Trainer,2,Energy Loto,ASR 140
110,14,Trainer,1,Earthen Vessel,PAR 163
110,14,Trainer,1,Prime Catcher,TEF 157
110,14,Trainer,1,Enhanced Hammer,TWM 148
110,14,Trainer,3,Future Booster Energy Capsule,TEF 149
110,14,Trainer,1,Technical Machine: Turbo Energize,PAR 179
110,14,Trainer,1,Technical Machine: Devolution,PAR 177
110,14,Trainer,3,Lost City,LOR 161
110,14,Energy,7,Lightning Energy,SVE 12
110,14,Energy,4,Double Turbo Energy,BRS 151
111,15,Pokémon,4,Comfey,LOR 79
111,15,Pokémon,1,Sableye,LOR 70
111,15,Pokémon,1,Cramorant,LOR 50
111,15,Pokémon,1,Radiant Greninja,ASR 46
111,15,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
111,15,Pokémon,1,Iron Hands ex,PAR 70
111,15,Pokémon,1,Raikou V,BRS 48
111,15,Pokémon,1,Spiritomb,PAL 89
111,15,Pokémon,1,Manaphy,BRS 41
111,15,Trainer,4,Colress's Experiment,LOR 155
111,15,Trainer,1,Boss's Orders,PAL 172
111,15,Trainer,4,Mirage Gate,LOR 163
111,15,Trainer,4,Nest Ball,SVI 181
111,15,Trainer,4,Switch Cart,ASR 154
111,15,Trainer,4,Super Rod,PAL 188
111,15,Trainer,3,Buddy-Buddy Poffin,TEF 144
111,15,Trainer,3,Switch,SVI 194
111,15,Trainer,3,Lost Vacuum,LOR 162
111,15,Trainer,1,Hisuian Heavy Ball,ASR 146
111,15,Trainer,1,Night Stretcher,SFA 61
111,15,Trainer,1,Pal Pad,SVI 182
111,15,Trainer,1,Prime Catcher,TEF 157
111,15,Trainer,1,Counter Catcher,PAR 160
111,15,Trainer,1,Canceling Cologne,ASR 136
111,15,Trainer,1,Rescue Board,TEF 159
111,15,Trainer,3,PokéStop,PGO 68
111,15,Energy,3,Water Energy,SVE 11
111,15,Energy,3,Lightning Energy,SVE 12
111,15,Energy,2,Psychic Energy,SVE 13
112,16,Pokémon,4,Dreepy,TWM 128
112,16,Pokémon,2,Drakloak,TWM 129
112,16,Pokémon,3,Dragapult ex,TWM 130
112,16,Pokémon,2,Pidgey,OBF 162
112,16,Pokémon,2,Pidgeot ex,OBF 164
112,16,Pokémon,1,Rotom V,LOR 58
112,16,Pokémon,1,Fezandipiti ex,SFA 38
112,16,Pokémon,1,Radiant Alakazam,SIT 59
112,16,Pokémon,1,Hawlucha,SVI 118
112,16,Trainer,4,Arven,OBF 186
112,16,Trainer,3,Iono,PAL 185
112,16,Trainer,2,Boss's Orders,PAL 172
112,16,Trainer,1,Crispin,SCR 133
112,16,Trainer,1,Professor Turo's Scenario,PAR 171
112,16,Trainer,4,Rare Candy,SVI 191
112,16,Trainer,4,Buddy-Buddy Poffin,TEF 144
112,16,Trainer,3,Nest Ball,SVI 181
112,16,Trainer,3,Counter Catcher,PAR 160
112,16,Trainer,2,Ultra Ball,SVI 196
112,16,Trainer,1,Hisuian Heavy Ball,ASR 146
112,16,Trainer,1,Earthen Vessel,PAR 163
112,16,Trainer,1,Night Stretcher,SFA 61
112,16,Trainer,1,Lost Vacuum,LOR 162
112,16,Trainer,1,Sparkling Crystal,SCR 142
112,16,Trainer,1,Forest Seal Stone,SIT 156
112,16,Trainer,1,Rescue Board,TEF 159
112,16,Trainer,1,Technical Machine: Devolution,PAR 177
112,16,Trainer,1,Temple of Sinnoh,ASR 155
112,16,Trainer,1,Pokémon League Headquarters,OBF 192
112,16,Energy,3,Fire Energy,SVE 10
112,16,Energy,3,Psychic Energy,SVE 13
113,1,Pokémon,4,Snorlax,PGO 55
113,1,Pokémon,3,Mimikyu,PAL 97
113,1,Pokémon,2,Rotom V,LOR 58
113,1,Pokémon,1,Cornerstone Mask Ogerpon ex,TWM 112
113,1,Pokémon,1,Diancie,SCR 86
113,1,Trainer,4,Arven,OBF 186
113,1,Trainer,4,Penny,SVI 183
113,1,Trainer,3,Miss Fortune Sisters,LOR 164
113,1,Trainer,2,Cyllene,ASR 138
113,1,Trainer,2,Boss's Orders,PAL 172
113,1,Trainer,2,Eri,TEF 146
113,1,Trainer,1,Erika's Invitation,MEW 160
113,1,Trainer,1,Team Yell's Cheer,BRS 149
113,1,Trainer,1,Giacomo,PAL 182
113,1,Trainer,4,Counter Catcher,PAR 160
113,1,Trainer,4,Pokégear 3.0,SVI 186
113,1,Trainer,4,Nest Ball,SVI 181
113,1,Trainer,3,Pal Pad,SVI 182
113,1,Trainer,3,Accompanying Flute,TWM 142
113,1,Trainer,1,Hisuian Heavy Ball,ASR 146
113,1,Trainer,1,Prime Catcher,TEF 157
113,1,Trainer,1,Night Stretcher,SFA 61
113,1,Trainer,2,Bravery Charm,PAL 173
113,1,Trainer,1,Forest Seal Stone,SIT 156
113,1,Trainer,1,Handheld Fan,TWM 150
113,1,Trainer,2,Artazon,PAL 171
113,1,Energy,2,Mist Energy,TEF 161
114,2,Pokémon,3,Regidrago V,SIT 135
114,2,Pokémon,3,Regidrago VSTAR,SIT 136
114,2,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
114,2,Pokémon,2,Dragapult ex,TWM 130
114,2,Pokémon,1,Giratina VSTAR,LOR 131
114,2,Pokémon,1,Kyurem,SFA 47
114,2,Pokémon,1,Squawkabilly ex,PAL 169
114,2,Pokémon,1,Mew ex,MEW 151
114,2,Pokémon,1,Fezandipiti ex,SFA 38
114,2,Pokémon,1,Cleffa,OBF 80
114,2,Pokémon,1,Radiant Charizard,CRZ 20
114,2,Trainer,4,Professor's Research,SVI 189
114,2,Trainer,3,Iono,PAL 185
114,2,Trainer,2,Boss's Orders,PAL 172
114,2,Trainer,1,Penny,SVI 183
114,2,Trainer,4,Ultra Ball,SVI 196
114,2,Trainer,4,Nest Ball,SVI 181
114,2,Trainer,4,Energy Switch,SVI 173
114,2,Trainer,4,Earthen Vessel,PAR 163
114,2,Trainer,2,Super Rod,PAL 188
114,2,Trainer,1,Canceling Cologne,ASR 136
114,2,Trainer,1,Prime Catcher,TEF 157
114,2,Trainer,1,Temple of Sinnoh,ASR 155
114,2,Trainer,1,Jamming Tower,TWM 153
114,2,Energy,7,Grass Energy,SVE 9
114,2,Energy,3,Fire Energy,SVE 10
115,3,Pokémon,3,Regidrago V,SIT 135
115,3,Pokémon,3,Regidrago VSTAR,SIT 136
115,3,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
115,3,Pokémon,2,Dragapult ex,TWM 130
115,3,Pokémon,1,Giratina VSTAR,LOR 131
115,3,Pokémon,1,Kyurem,SFA 47
115,3,Pokémon,1,Hoothoot,SCR 114
115,3,Pokémon,1,Noctowl,SCR 115
115,3,Pokémon,1,Squawkabilly ex,PAL 169
115,3,Pokémon,1,Fezandipiti ex,SFA 38
115,3,Pokémon,1,Mew ex,MEW 151
115,3,Pokémon,1,Cleffa,OBF 80
115,3,Pokémon,1,Radiant Charizard,CRZ 20
115,3,Trainer,4,Professor's Research,SVI 189
115,3,Trainer,2,Iono,PAL 185
115,3,Trainer,2,Boss's Orders,PAL 172
115,3,Trainer,4,Ultra Ball,SVI 196
115,3,Trainer,4,Nest Ball,SVI 181
115,3,Trainer,4,Energy Switch,SVI 173
115,3,Trainer,3,Earthen Vessel,PAR 163
115,3,Trainer,2,Super Rod,PAL 188
115,3,Trainer,1,Canceling Cologne,ASR 136
115,3,Trainer,1,Switch,SVI 194
115,3,Trainer,1,Prime Catcher,TEF 157
115,3,Trainer,1,Jamming Tower,TWM 153
115,3,Trainer,1,Temple of Sinnoh,ASR 155
115,3,Energy,7,Grass Energy,SVE 9
115,3,Energy,3,Fire Energy,SVE 10
116,4,Pokémon,4,Archeops,SIT 147
116,4,Pokémon,3,Lugia V,SIT 138
116,4,Pokémon,3,Lugia VSTAR,SIT 139
116,4,Pokémon,3,Minccino,TEF 136
116,4,Pokémon,3,Cinccino,TEF 137
116,4,Pokémon,2,Lumineon V,BRS 40
116,4,Pokémon,1,Iron Hands ex,PAR 70
116,4,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
116,4,Trainer,3,Professor's Research,SVI 189
116,4,Trainer,3,Boss's Orders,PAL 172
116,4,Trainer,2,Iono,PAL 185
116,4,Trainer,1,Jacq,SVI 175
116,4,Trainer,1,Carmine,TWM 145
116,4,Trainer,4,Ultra Ball,SVI 196
116,4,Trainer,4,Capturing Aroma,SIT 153
116,4,Trainer,4,Great Ball,PAL 183
116,4,Trainer,2,Jamming Tower,TWM 153
116,4,Energy,4,Gift Energy,LOR 171
116,4,Energy,4,Jet Energy,PAL 190
116,4,Energy,3,Double Turbo Energy,BRS 151
116,4,Energy,3,Mist Energy,TEF 161
116,4,Energy,1,Legacy Energy,TWM 167
116,4,Energy,1,V Guard Energy,SIT 169
117,5,Pokémon,4,Archeops,SIT 147
117,5,Pokémon,3,Lugia V,SIT 138
117,5,Pokémon,3,Lugia VSTAR,SIT 139
117,5,Pokémon,2,Lumineon V,BRS 40
117,5,Pokémon,1,Minccino,TEF 136
117,5,Pokémon,2,Cinccino,TEF 137
117,5,Pokémon,1,Wyrdeer V,ASR 134
117,5,Pokémon,1,Iron Hands ex,PAR 70
117,5,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
117,5,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
117,5,Pokémon,1,Iron Bundle,PAR 56
117,5,Pokémon,1,Squawkabilly ex,PAL 169
117,5,Trainer,4,Professor's Research,SVI 189
117,5,Trainer,4,Boss's Orders,PAL 172
117,5,Trainer,2,Iono,PAL 185
117,5,Trainer,1,Jacq,SVI 175
117,5,Trainer,1,Thorton,LOR 167
117,5,Trainer,4,Capturing Aroma,SIT 153
117,5,Trainer,4,Ultra Ball,SVI 196
117,5,Trainer,1,Nest Ball,SVI 181
117,5,Trainer,2,Mesagoza,SVI 178
117,5,Energy,4,Gift Energy,LOR 171
117,5,Energy,4,Double Turbo Energy,BRS 151
117,5,Energy,4,Jet Energy,PAL 190
117,5,Energy,2,Mist Energy,TEF 161
117,5,Energy,1,V Guard Energy,SIT 169
117,5,Energy,1,Legacy Energy,TWM 167
118,6,Pokémon,4,Raging Bolt ex,TEF 123
118,6,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
118,6,Pokémon,1,Radiant Greninja,ASR 46
118,6,Pokémon,1,Fezandipiti ex,SFA 38
118,6,Pokémon,1,Squawkabilly ex,PAL 169
118,6,Trainer,4,Professor Sada's Vitality,PAR 170
118,6,Trainer,1,Boss's Orders,PAL 172
118,6,Trainer,1,Iono,PAL 185
118,6,Trainer,4,Nest Ball,SVI 181
118,6,Trainer,4,Earthen Vessel,PAR 163
118,6,Trainer,4,Trekking Shoes,ASR 156
118,6,Trainer,3,Energy Retrieval,SVI 171
118,6,Trainer,3,Pokémon Catcher,SVI 187
118,6,Trainer,2,Pokégear 3.0,SVI 186
118,6,Trainer,2,Night Stretcher,SFA 61
118,6,Trainer,1,Ultra Ball,SVI 196
118,6,Trainer,1,Switch Cart,ASR 154
118,6,Trainer,1,Prime Catcher,TEF 157
118,6,Trainer,1,Pal Pad,SVI 182
118,6,Trainer,4,Bravery Charm,PAL 173
118,6,Trainer,2,PokéStop,PGO 68
118,6,Energy,6,Grass Energy,SVE 9
118,6,Energy,3,Fighting Energy,SVE 14
118,6,Energy,3,Lightning Energy,SVE 12
119,7,Pokémon,3,Regidrago V,SIT 135
119,7,Pokémon,3,Regidrago VSTAR,SIT 136
119,7,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
119,7,Pokémon,2,Dragapult ex,TWM 130
119,7,Pokémon,1,Hoothoot,SCR 114
119,7,Pokémon,1,Noctowl,SCR 115
119,7,Pokémon,1,Giratina VSTAR,LOR 131
119,7,Pokémon,1,Kyurem,SFA 47
119,7,Pokémon,1,Squawkabilly ex,PAL 169
119,7,Pokémon,1,Mew ex,MEW 151
119,7,Pokémon,1,Fezandipiti ex,SFA 38
119,7,Pokémon,1,Cleffa,OBF 80
119,7,Pokémon,1,Radiant Charizard,CRZ 20
119,7,Trainer,3,Professor's Research,SVI 189
119,7,Trainer,3,Iono,PAL 185
119,7,Trainer,2,Boss's Orders,PAL 172
119,7,Trainer,4,Nest Ball,SVI 181
119,7,Trainer,4,Ultra Ball,SVI 196
119,7,Trainer,4,Energy Switch,SVI 173
119,7,Trainer,3,Earthen Vessel,PAR 163
119,7,Trainer,2,Super Rod,PAL 188
119,7,Trainer,1,Prime Catcher,TEF 157
119,7,Trainer,1,Canceling Cologne,ASR 136
119,7,Trainer,1,Switch,SVI 194
119,7,Trainer,1,Jamming Tower,TWM 153
119,7,Trainer,1,Temple of Sinnoh,ASR 155
119,7,Energy,7,Grass Energy,SVE 9
119,7,Energy,3,Fire Energy,SVE 10
120,8,Pokémon,3,Lugia V,SIT 138
120,8,Pokémon,3,Lugia VSTAR,SIT 139
120,8,Pokémon,4,Archeops,SIT 147
120,8,Pokémon,2,Lumineon V,BRS 40
120,8,Pokémon,1,Minccino,TEF 136
120,8,Pokémon,1,Cinccino,TEF 137
120,8,Pokémon,1,Iron Hands ex,PAR 70
120,8,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
120,8,Pokémon,1,Wyrdeer V,ASR 134
120,8,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
120,8,Pokémon,1,Squawkabilly ex,PAL 169
120,8,Trainer,4,Professor's Research,SVI 189
120,8,Trainer,4,Boss's Orders,PAL 172
120,8,Trainer,2,Iono,PAL 185
120,8,Trainer,1,Jacq,SVI 175
120,8,Trainer,4,Ultra Ball,SVI 196
120,8,Trainer,4,Capturing Aroma,SIT 153
120,8,Trainer,2,Nest Ball,SVI 181
120,8,Trainer,2,Great Ball,PAL 183
120,8,Trainer,2,Mesagoza,SVI 178
120,8,Energy,4,Double Turbo Energy,BRS 151
120,8,Energy,4,Gift Energy,LOR 171
120,8,Energy,4,Jet Energy,PAL 190
120,8,Energy,2,Mist Energy,TEF 161
120,8,Energy,1,Legacy Energy,TWM 167
120,8,Energy,1,V Guard Energy,SIT 169
121,9,Pokémon,4,Snorlax,PGO 55
121,9,Pokémon,2,Mimikyu,PAL 97
121,9,Pokémon,1,Cornerstone Mask Ogerpon ex,TWM 112
121,9,Trainer,3,Penny,SVI 183
121,9,Trainer,2,Arven,OBF 186
121,9,Trainer,2,Colress's Experiment,LOR 155
121,9,Trainer,2,Boss's Orders,PAL 172
